Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Tyzzerella,s__unclassified_g__Tyzzerella,OTU106,0.013528139,0.063131313,0.027056277,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__uncultured_bacterium_g__Desulfovibrio,OTU482,0.045093795,0.175865801,0.072150072,0.130772006,0.121753247,0.027056277,0.238997114,1.127344877,0.622294372,0,0.040584416,0.951479076,0.284090909,0.257034632,1.794733045
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU116,0.586219336,0.870310245,0.766594517,0.509559885,1.515151515,0,0,0.00450938,0.022546898,0,0.00450938,0,0.00450938,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Candidatus_Saccharimonas,s__uncultured_bacterium_g__Candidatus_Saccharimonas,OTU70,0,0.428391053,0,0.09469697,0.293109668,0.00450938,0.266053391,0.27958153,0.00450938,0,0.193903319,0.419372294,1.321248196,0.072150072,0.058621934
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU3,0.315656566,0.198412698,0.166847042,0.297619048,0.284090909,0,0.00450938,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU781,0.036075036,0.135281385,0.027056277,0.067640693,0.076659452,0,0,0,0,0,0.009018759,0.018037518,0,0.036075036,0.045093795
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU5,0.117243867,0.013528139,0.045093795,0.072150072,0.108225108,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU6,0.045093795,0.027056277,0.045093795,0.067640693,0.049603175,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU8,0.126262626,0.036075036,0.063131313,0.054112554,0.031565657,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU259,0,0,0,0,0,0.135281385,0.18488456,0.058621934,0,0.144300144,0.00450938,0.009018759,0.058621934,0,0.076659452
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU156,0,0,0.009018759,0,0.00450938,0,0,0,0,0,0.00450938,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU417,0,0.00450938,0,0,0,0.009018759,0.00450938,0,0,0.00450938,0,0.009018759,0.00450938,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__Clostridium_leptum_g__norank,OTU631,0.031565657,0.067640693,0.031565657,0,0.126262626,0,0,0,0,0,0,0.00450938,0,0.040584416,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU256,0.009018759,0.045093795,0.00450938,0.040584416,0.063131313,0.022546898,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__uncultured_bacterium_g__Oscillibacter,OTU39,0.009018759,0.009018759,0.009018759,0.022546898,0.013528139,0,0,0,0,0,0,0.00450938,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU432,0,0.022546898,0.054112554,0,0.040584416,0,0,0,0,0,0.027056277,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU182,0.378787879,0.974025974,0.297619048,0.523088023,0.910894661,0.00450938,0,0.00450938,0.383297258,0,0.00450938,0,0.00450938,0.00450938,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU495,0,0,0,0,0,0.036075036,0.027056277,0.00450938,0.031565657,0,0,0,0.00450938,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU335,0,0,0,0,0,0,0.00450938,0.040584416,0.009018759,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__uncultured_bacterium_g__Bilophila,OTU44,0.117243867,0.099206349,0.067640693,0.148809524,0.018037518,0.013528139,0,0.00450938,0,0.036075036,0.009018759,0.076659452,0.058621934,0.135281385,0.076659452
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_UCG-006,s__uncultured_bacterium_g__Lachnospiraceae_UCG-006,OTU604,0.135281385,0.392316017,0.306637807,1.149891775,0.311147186,0.013528139,0.00450938,0,0.00450938,0.00450938,0.117243867,0.757575758,0.049603175,0.081168831,0.063131313
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU515,0,0,0,0,0,0,0.00450938,0,0.00450938,0.018037518,0,0,0.031565657,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia_ilealis,OTU297,0,0,0,0,0,0.171356421,1.781204906,1.113816739,0.00450938,0.820707071,0.045093795,0.085678211,0.022546898,0.085678211,0.207431457
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU1,0.121753247,0.00450938,0.058621934,0.054112554,0.018037518,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU263,0.049603175,0.049603175,0.036075036,0.049603175,0.045093795,0.009018759,0.058621934,0.103715729,0.013528139,0.00450938,0.013528139,0.027056277,0.031565657,0.054112554,0.067640693
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU261,0,0,0,0,0,0.685425685,0.243506494,0.00450938,0,0,0,0,0.013528139,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU264,0.00450938,0.013528139,0,0.018037518,0.018037518,0.130772006,0.121753247,0.027056277,0.117243867,0.00450938,0.121753247,0.054112554,0.157828283,0.040584416,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU131,0,0,0,0,0.027056277,0,0,0,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__uncultured_bacterium_g__Rikenella,OTU722,0,0,0,0,0,0.009018759,0.302128427,1.185966811,0.91540404,0,0.022546898,0.144300144,0.270562771,0.324675325,0.532106782
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU520,0,0,0.00450938,0.018037518,0.00450938,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU269,0.166847042,0.18037518,0.157828283,0.356240981,0.207431457,0.135281385,0.193903319,0.072150072,0.189393939,0.175865801,0.166847042,0.248015873,0.405844156,0.383297258,0.288600289
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__NK4A214_group,s__uncultured_bacterium_g__NK4A214_group,OTU95,0,0.031565657,0.00450938,0.00450938,0.049603175,0,0,0,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Harryflintia,s__uncultured_bacterium_g__Harryflintia,OTU85,0.018037518,0,0.018037518,0,0.013528139,0,0,0,0,0,0,0,0.00450938,0,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Muribaculaceae_bacterium,OTU588,0.085678211,0.085678211,0.067640693,0.162337662,0.117243867,0.00450938,0,0.00450938,0,0,0.013528139,0.036075036,0.076659452,0.117243867,0.103715729
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU194,0.058621934,0.031565657,0,0.013528139,0.063131313,0,0,0,0,0.054112554,0,0.130772006,0.076659452,0.009018759,0.036075036
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU107,0.049603175,0.112734488,0.09469697,0.166847042,0.220959596,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU192,0.987554113,0.572691198,0.378787879,1.055194805,0.306637807,0.009018759,0,0,0.022546898,0.045093795,0.049603175,0.076659452,0.018037518,0.302128427,0.144300144
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU190,0.00450938,0,0,0.00450938,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU734,0,0,0,0.00450938,0,0,0,0,0,0,0.063131313,0.117243867,0.103715729,0.261544012,0.09469697
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU735,0,0,0,0,0,0,0,0,0,0,0.00450938,0.018037518,0.022546898,0.00450938,0.081168831
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU791,0.432900433,1.339285714,0.387806638,1.023629149,0.586219336,0.013528139,0.063131313,0.234487734,0.018037518,0.694444444,5.929834055,1.551226551,2.448593074,6.092171717,2.710137085
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__unclassified_c__Bacilli,f__unclassified_c__Bacilli,g__unclassified_c__Bacilli,s__unclassified_c__Bacilli,OTU464,0,0,0,0,0,0,0.00450938,0.031565657,0,0,0.058621934,0.013528139,0.00450938,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU529,0,0.018037518,0,0,0.022546898,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__unclassified_p__Firmicutes,o__unclassified_p__Firmicutes,f__unclassified_p__Firmicutes,g__unclassified_p__Firmicutes,s__unclassified_p__Firmicutes,OTU670,0,0,0.013528139,0,0,0,0.009018759,0,0,0.00450938,0,0.013528139,0.018037518,0,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU424,0,0,0,0,0,0,0,0,0.009018759,0.022546898,0,0.00450938,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified_g__Bacteroides,OTU565,0,0,0,0,0,0,0,0,0,0.009018759,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified_g__Ruminococcus,OTU666,0,0.018037518,0,0,0.049603175,0,0,0,0,0,0,0,0.009018759,0,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU569,0.00450938,0.00450938,0,0.009018759,0,0.013528139,0.081168831,0.067640693,0.054112554,0.441919192,0.360750361,0.315656566,0.261544012,0.058621934,0.085678211
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU568,0,0.013528139,0.022546898,0.072150072,0.045093795,0.009018759,0.031565657,0.009018759,0.022546898,0.081168831,0.166847042,0.085678211,0.130772006,0.117243867,0.103715729
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU404,0,0.00450938,0.00450938,0.009018759,0,0,0,0.018037518,0,0.081168831,0.099206349,0.027056277,0.076659452,0.076659452,0.09469697
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU403,0,0,0,0,0,0,0,0.00450938,0,0,0.022546898,0.00450938,0.022546898,0.031565657,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__uncultured_bacterium_g__norank_f__Lachnospiraceae,OTU48,0.022546898,0.022546898,0.009018759,0,0.009018759,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU558,0.040584416,0.045093795,0.009018759,0.031565657,0.022546898,0.022546898,0.022546898,0.00450938,0.00450938,0.00450938,0.063131313,0.031565657,0.013528139,0.013528139,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU561,0,0,0,0,0,0.284090909,0.189393939,0.036075036,0,0.189393939,0.00450938,0.018037518,0.09018759,0,0.085678211
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU266,0,0,0,0,0,0.018037518,0,0.022546898,0,0,0,0,0.009018759,0,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU340,0.00450938,0,0.00450938,0.00450938,0,0,0,0.401334776,0,0.036075036,0,0.018037518,0,0.049603175,0.018037518
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU146,0,0,0,0,0.00450938,0,0.018037518,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__uncultured_Firmicutes_bacterium_g__norank_f__norank_o__RF39,OTU140,0,0.009018759,0,0,0.018037518,0,0,0,0.00450938,0.00450938,0,0.00450938,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU144,0,0,0,0,0.018037518,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU366,0.202922078,1.217532468,0.383297258,1.397907648,1.370851371,7.801226551,4.757395382,2.962662338,4.716810967,0.009018759,0.126262626,0.36525974,0.482503608,0.45544733,0.500541126
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU145,0,0,0,0,0.018037518,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_xylanophilum_group,s__uncultured_bacterium_g__Eubacterium_xylanophilum_group,OTU75,0.00450938,1.83982684,0.00450938,1.208513709,0.054112554,0,0,0,0,0,0,0,0,0,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU362,0.306637807,0.698953824,0.261544012,1.316738817,0.969516595,0.058621934,0.027056277,0.202922078,0.076659452,0,0.73953824,0.608766234,1.046176046,1.573773449,0.987554113
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU624,0,0,0,0,0,0,0,0,0,0,0.00450938,0.00450938,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU360,0.099206349,0.144300144,0.18488456,0.225468975,0.261544012,0.297619048,0.108225108,0.166847042,0,0.009018759,0.027056277,0.081168831,0.099206349,0.108225108,0.099206349
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU355,0.013528139,0,0,0,0,0,0.031565657,0.103715729,0,0.09018759,0,0.031565657,0,0.018037518,0.013528139
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU170,0,0,0,0,0,0.009018759,0,0,0.027056277,0.031565657,0,0,0,0.054112554,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__uncultured_Ruminococcus_sp._g__Paludicola,OTU523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU554,0,0,0,0,0,0,0,0.00450938,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU605,0.00450938,0.00450938,0.00450938,0.00450938,0.00450938,0.022546898,0.148809524,0.157828283,0.148809524,0.018037518,0.103715729,0.320165945,0.378787879,0.027056277,0.126262626
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU671,0,0,0,0,0,0,0,0,0,0,0,0,0.00450938,0.00450938,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU493,0,0,0,0,0,0.013528139,0,0.018037518,0,0,0.009018759,0,0.00450938,0.018037518,0.00450938
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU217,0.018037518,0.027056277,0.027056277,0.054112554,0.018037518,0,0,0,0.009018759,0,0.009018759,0.018037518,0.009018759,0.00450938,0.009018759
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU215,0.009018759,0,0.031565657,0.040584416,0.013528139,0,0,0,0,0,0,0,0,0,0
